region,admin,env_variable,start_year,end_year,env_slope,env_p_value,trend,significance,n_year,cor_ts,lm_p_value,CB3_env_corr_summary,cb_slope,cb_p_value,cb_r^2,CB3_trend_summary
East,Gosung,temp_b_adj,2014.000,2024.000,0.200,0.513,increasing,not_significant,3.000,0.928,0.243,positive (not_significant),-0.116,0.367,0.703,decreasing (not_significant)
East,Pohang,COD_b_adj,2014.000,2024.000,0.021,0.336,increasing,not_significant,5.000,-0.441,0.457,negative (not_significant),-0.696,0.040,0.802,decreasing (significant)
East,Pohang,Chla_b_adj,2014.000,2024.000,0.118,0.029,increasing,significant,5.000,-0.351,0.562,negative (not_significant),-0.696,0.040,0.802,decreasing (significant)
East,Pohang,DIN_b_adj,2014.000,2024.000,-0.308,0.891,decreasing,not_significant,5.000,0.379,0.530,positive (not_significant),-0.696,0.040,0.802,decreasing (significant)
East,Pohang,DIP_b_adj,2014.000,2024.000,0.315,0.331,increasing,not_significant,5.000,-0.044,0.944,negative (not_significant),-0.696,0.040,0.802,decreasing (significant)
East,Pohang,DO_b_adj,2014.000,2024.000,0.014,0.729,increasing,not_significant,5.000,-0.462,0.434,negative (not_significant),-0.696,0.040,0.802,decreasing (significant)
East,Pohang,NH3-N_b_adj,2014.000,2024.000,0.521,0.053,increasing,marginal,5.000,-0.714,0.175,negative (not_significant),-0.696,0.040,0.802,decreasing (significant)
East,Pohang,NO2-_b_adj,2014.000,2024.000,0.035,0.792,increasing,not_significant,5.000,-0.722,0.169,negative (not_significant),-0.696,0.040,0.802,decreasing (significant)
East,Pohang,NO3-_b_adj,2014.000,2024.000,-0.949,0.647,decreasing,not_significant,5.000,0.591,0.294,positive (not_significant),-0.696,0.040,0.802,decreasing (significant)
East,Pohang,SAS_b_adj,2014.000,2024.000,1.255,0.860,increasing,not_significant,5.000,0.447,0.451,positive (not_significant),-0.696,0.040,0.802,decreasing (significant)
East,Pohang,SS_b_adj,2014.000,2024.000,0.306,0.019,increasing,significant,5.000,-0.722,0.169,negative (not_significant),-0.696,0.040,0.802,decreasing (significant)
East,Pohang,TN_b_adj,2014.000,2024.000,-12.452,0.000,decreasing,significant,5.000,0.474,0.420,positive (not_significant),-0.696,0.040,0.802,decreasing (significant)
East,Pohang,TP_b_adj,2014.000,2024.000,0.111,0.723,increasing,not_significant,5.000,0.446,0.451,positive (not_significant),-0.696,0.040,0.802,decreasing (significant)
East,Pohang,pH_b_adj,2014.000,2024.000,-0.005,0.260,decreasing,not_significant,5.000,0.897,0.039,positive (significant),-0.696,0.040,0.802,decreasing (significant)
East,Pohang,salinity_b_adj,2014.000,2024.000,0.247,0.196,increasing,not_significant,5.000,-0.482,0.411,negative (not_significant),-0.696,0.040,0.802,decreasing (significant)
East,Pohang,temp_b_adj,2014.000,2024.000,0.175,0.446,increasing,not_significant,5.000,-0.459,0.437,negative (not_significant),-0.696,0.040,0.802,decreasing (significant)
East,Samchuk,COD_b_adj,2014.000,2024.000,0.065,0.016,increasing,significant,5.000,-0.455,0.441,negative (not_significant),-0.155,0.167,0.523,decreasing (not_significant)
East,Samchuk,Chla_b_adj,2014.000,2024.000,0.039,0.512,increasing,not_significant,5.000,0.541,0.346,positive (not_significant),-0.155,0.167,0.523,decreasing (not_significant)
East,Samchuk,DIN_b_adj,2014.000,2024.000,4.922,0.039,increasing,significant,5.000,-0.703,0.186,negative (not_significant),-0.155,0.167,0.523,decreasing (not_significant)
East,Samchuk,DIP_b_adj,2014.000,2024.000,0.549,0.141,increasing,not_significant,5.000,-0.588,0.297,negative (not_significant),-0.155,0.167,0.523,decreasing (not_significant)
East,Samchuk,DO_b_adj,2014.000,2024.000,-0.074,0.121,decreasing,not_significant,5.000,0.461,0.434,positive (not_significant),-0.155,0.167,0.523,decreasing (not_significant)
East,Samchuk,NH3-N_b_adj,2014.000,2024.000,0.019,0.940,increasing,not_significant,5.000,0.305,0.618,positive (not_significant),-0.155,0.167,0.523,decreasing (not_significant)
East,Samchuk,NO2-_b_adj,2014.000,2024.000,0.053,0.544,increasing,not_significant,5.000,-0.795,0.108,negative (not_significant),-0.155,0.167,0.523,decreasing (not_significant)
East,Samchuk,NO3-_b_adj,2014.000,2024.000,4.575,0.050,increasing,significant,5.000,-0.675,0.211,negative (not_significant),-0.155,0.167,0.523,decreasing (not_significant)
East,Samchuk,SAS_b_adj,2014.000,2024.000,10.265,0.079,increasing,marginal,5.000,-0.782,0.118,negative (not_significant),-0.155,0.167,0.523,decreasing (not_significant)
East,Samchuk,SS_b_adj,2014.000,2024.000,0.125,0.357,increasing,not_significant,5.000,-0.869,0.056,negative (marginal),-0.155,0.167,0.523,decreasing (not_significant)
East,Samchuk,TN_b_adj,2014.000,2024.000,-2.989,0.230,decreasing,not_significant,5.000,-0.375,0.534,negative (not_significant),-0.155,0.167,0.523,decreasing (not_significant)
East,Samchuk,TP_b_adj,2014.000,2024.000,0.685,0.067,increasing,marginal,5.000,-0.626,0.259,negative (not_significant),-0.155,0.167,0.523,decreasing (not_significant)
East,Samchuk,pH_b_adj,2014.000,2024.000,-0.004,0.304,decreasing,not_significant,5.000,0.751,0.144,positive (not_significant),-0.155,0.167,0.523,decreasing (not_significant)
East,Samchuk,salinity_b_adj,2014.000,2024.000,0.002,0.933,increasing,not_significant,5.000,-0.318,0.602,negative (not_significant),-0.155,0.167,0.523,decreasing (not_significant)
East,Samchuk,temp_b_adj,2014.000,2024.000,-0.059,0.780,decreasing,not_significant,5.000,0.780,0.120,positive (not_significant),-0.155,0.167,0.523,decreasing (not_significant)
East,Sokcho,COD_b_adj,2014.000,2022.000,0.092,0.000,increasing,significant,4.000,0.931,0.069,positive (marginal),0.057,0.090,0.828,increasing (marginal)
East,Sokcho,Chla_b_adj,2014.000,2022.000,0.051,0.217,increasing,not_significant,4.000,0.585,0.415,positive (not_significant),0.057,0.090,0.828,increasing (marginal)
East,Sokcho,DIN_b_adj,2014.000,2022.000,2.496,0.318,increasing,not_significant,4.000,0.256,0.744,positive (not_significant),0.057,0.090,0.828,increasing (marginal)
East,Sokcho,DIP_b_adj,2014.000,2022.000,0.212,0.562,increasing,not_significant,4.000,0.078,0.922,positive (not_significant),0.057,0.090,0.828,increasing (marginal)
East,Sokcho,DO_b_adj,2014.000,2022.000,-0.044,0.392,decreasing,not_significant,4.000,-0.173,0.827,negative (not_significant),0.057,0.090,0.828,increasing (marginal)
East,Sokcho,NH3-N_b_adj,2014.000,2022.000,0.598,0.062,increasing,marginal,4.000,0.939,0.061,positive (marginal),0.057,0.090,0.828,increasing (marginal)
East,Sokcho,NO2-_b_adj,2014.000,2022.000,0.110,0.244,increasing,not_significant,4.000,-0.218,0.782,negative (not_significant),0.057,0.090,0.828,increasing (marginal)
East,Sokcho,NO3-_b_adj,2014.000,2022.000,0.965,0.647,increasing,not_significant,4.000,0.020,0.980,positive (not_significant),0.057,0.090,0.828,increasing (marginal)
East,Sokcho,SAS_b_adj,2014.000,2022.000,1.424,0.772,increasing,not_significant,4.000,-0.182,0.818,negative (not_significant),0.057,0.090,0.828,increasing (marginal)
East,Sokcho,SS_b_adj,2014.000,2022.000,0.204,0.145,increasing,not_significant,4.000,-0.020,0.980,negative (not_significant),0.057,0.090,0.828,increasing (marginal)
East,Sokcho,TN_b_adj,2014.000,2022.000,-5.735,0.025,decreasing,significant,4.000,-0.606,0.394,negative (not_significant),0.057,0.090,0.828,increasing (marginal)
East,Sokcho,TP_b_adj,2014.000,2022.000,0.092,0.788,increasing,not_significant,4.000,0.471,0.529,positive (not_significant),0.057,0.090,0.828,increasing (marginal)
East,Sokcho,pH_b_adj,2014.000,2022.000,-0.003,0.587,decreasing,not_significant,4.000,-0.721,0.279,negative (not_significant),0.057,0.090,0.828,increasing (marginal)
East,Sokcho,salinity_b_adj,2014.000,2022.000,-0.013,0.445,decreasing,not_significant,4.000,-0.339,0.661,negative (not_significant),0.057,0.090,0.828,increasing (marginal)
East,Sokcho,temp_b_adj,2014.000,2022.000,0.188,0.412,increasing,not_significant,4.000,-0.794,0.206,negative (not_significant),0.057,0.090,0.828,increasing (marginal)
East,Uljin,COD_b_adj,2014.000,2024.000,0.062,0.016,increasing,significant,5.000,-0.024,0.969,negative (not_significant),-0.264,0.201,0.471,decreasing (not_significant)
East,Uljin,Chla_b_adj,2014.000,2024.000,0.046,0.280,increasing,not_significant,5.000,0.132,0.832,positive (not_significant),-0.264,0.201,0.471,decreasing (not_significant)
East,Uljin,DIN_b_adj,2014.000,2024.000,5.173,0.016,increasing,significant,5.000,-0.457,0.439,negative (not_significant),-0.264,0.201,0.471,decreasing (not_significant)
East,Uljin,DIP_b_adj,2014.000,2024.000,0.687,0.034,increasing,significant,5.000,-0.378,0.531,negative (not_significant),-0.264,0.201,0.471,decreasing (not_significant)
East,Uljin,DO_b_adj,2014.000,2024.000,-0.082,0.064,decreasing,marginal,5.000,0.243,0.693,positive (not_significant),-0.264,0.201,0.471,decreasing (not_significant)
East,Uljin,NH3-N_b_adj,2014.000,2024.000,0.008,0.975,increasing,not_significant,5.000,0.271,0.659,positive (not_significant),-0.264,0.201,0.471,decreasing (not_significant)
East,Uljin,NO2-_b_adj,2014.000,2024.000,0.050,0.550,increasing,not_significant,5.000,-0.600,0.285,negative (not_significant),-0.264,0.201,0.471,decreasing (not_significant)
East,Uljin,NO3-_b_adj,2014.000,2024.000,4.986,0.017,increasing,significant,5.000,-0.451,0.446,negative (not_significant),-0.264,0.201,0.471,decreasing (not_significant)
East,Uljin,SAS_b_adj,2014.000,2024.000,13.920,0.007,increasing,significant,5.000,-0.540,0.347,negative (not_significant),-0.264,0.201,0.471,decreasing (not_significant)
East,Uljin,SS_b_adj,2014.000,2024.000,0.135,0.340,increasing,not_significant,5.000,-0.762,0.135,negative (not_significant),-0.264,0.201,0.471,decreasing (not_significant)
East,Uljin,TN_b_adj,2014.000,2024.000,-2.605,0.260,decreasing,not_significant,5.000,0.095,0.879,positive (not_significant),-0.264,0.201,0.471,decreasing (not_significant)
East,Uljin,TP_b_adj,2014.000,2024.000,0.747,0.014,increasing,significant,5.000,-0.191,0.759,negative (not_significant),-0.264,0.201,0.471,decreasing (not_significant)
East,Uljin,pH_b_adj,2014.000,2024.000,-0.006,0.135,decreasing,not_significant,5.000,0.549,0.338,positive (not_significant),-0.264,0.201,0.471,decreasing (not_significant)
East,Uljin,salinity_b_adj,2014.000,2024.000,-0.009,0.522,decreasing,not_significant,5.000,0.467,0.428,positive (not_significant),-0.264,0.201,0.471,decreasing (not_significant)
East,Uljin,temp_b_adj,2014.000,2024.000,0.108,0.493,increasing,not_significant,5.000,0.388,0.519,positive (not_significant),-0.264,0.201,0.471,decreasing (not_significant)
East,YangYang,COD_b_adj,2014.000,2024.000,0.088,0.003,increasing,significant,5.000,-0.700,0.188,negative (not_significant),-0.101,0.126,0.596,decreasing (not_significant)
East,YangYang,Chla_b_adj,2014.000,2024.000,0.031,0.523,increasing,not_significant,5.000,0.302,0.621,positive (not_significant),-0.101,0.126,0.596,decreasing (not_significant)
East,YangYang,DIN_b_adj,2014.000,2024.000,3.449,0.240,increasing,not_significant,5.000,-0.901,0.037,negative (significant),-0.101,0.126,0.596,decreasing (not_significant)
East,YangYang,DIP_b_adj,2014.000,2024.000,0.585,0.249,increasing,not_significant,5.000,-0.879,0.050,negative (significant),-0.101,0.126,0.596,decreasing (not_significant)
East,YangYang,DO_b_adj,2014.000,2024.000,-0.036,0.506,decreasing,not_significant,5.000,0.315,0.606,positive (not_significant),-0.101,0.126,0.596,decreasing (not_significant)
East,YangYang,NH3-N_b_adj,2014.000,2024.000,0.295,0.411,increasing,not_significant,5.000,-0.753,0.142,negative (not_significant),-0.101,0.126,0.596,decreasing (not_significant)
East,YangYang,NO2-_b_adj,2014.000,2024.000,0.072,0.371,increasing,not_significant,5.000,-0.807,0.099,negative (marginal),-0.101,0.126,0.596,decreasing (not_significant)
East,YangYang,NO3-_b_adj,2014.000,2024.000,3.412,0.238,increasing,not_significant,5.000,-0.899,0.038,negative (significant),-0.101,0.126,0.596,decreasing (not_significant)
East,YangYang,SAS_b_adj,2014.000,2024.000,6.616,0.320,increasing,not_significant,5.000,-0.734,0.158,negative (not_significant),-0.101,0.126,0.596,decreasing (not_significant)
East,YangYang,SS_b_adj,2014.000,2024.000,0.148,0.140,increasing,not_significant,5.000,-0.760,0.136,negative (not_significant),-0.101,0.126,0.596,decreasing (not_significant)
East,YangYang,TN_b_adj,2014.000,2024.000,-3.077,0.337,decreasing,not_significant,5.000,0.290,0.637,positive (not_significant),-0.101,0.126,0.596,decreasing (not_significant)
East,YangYang,TP_b_adj,2014.000,2024.000,0.770,0.106,increasing,not_significant,5.000,-0.710,0.179,negative (not_significant),-0.101,0.126,0.596,decreasing (not_significant)
East,YangYang,pH_b_adj,2014.000,2024.000,-0.004,0.460,decreasing,not_significant,5.000,0.633,0.251,positive (not_significant),-0.101,0.126,0.596,decreasing (not_significant)
East,YangYang,salinity_b_adj,2014.000,2024.000,0.015,0.385,increasing,not_significant,5.000,-0.074,0.906,negative (not_significant),-0.101,0.126,0.596,decreasing (not_significant)
East,YangYang,temp_b_adj,2014.000,2024.000,-0.029,0.901,decreasing,not_significant,5.000,0.210,0.734,positive (not_significant),-0.101,0.126,0.596,decreasing (not_significant)
East,Youngduk,COD_b_adj,2014.000,2024.000,0.025,0.263,increasing,not_significant,5.000,-0.242,0.695,negative (not_significant),-0.214,0.177,0.508,decreasing (not_significant)
East,Youngduk,Chla_b_adj,2014.000,2024.000,0.126,0.065,increasing,marginal,5.000,0.058,0.926,positive (not_significant),-0.214,0.177,0.508,decreasing (not_significant)
East,Youngduk,DIN_b_adj,2014.000,2024.000,7.541,0.002,increasing,significant,5.000,-0.755,0.140,negative (not_significant),-0.214,0.177,0.508,decreasing (not_significant)
East,Youngduk,DIP_b_adj,2014.000,2024.000,0.862,0.012,increasing,significant,5.000,-0.825,0.085,negative (marginal),-0.214,0.177,0.508,decreasing (not_significant)
East,Youngduk,DO_b_adj,2014.000,2024.000,-0.083,0.045,decreasing,significant,5.000,0.641,0.244,positive (not_significant),-0.214,0.177,0.508,decreasing (not_significant)
East,Youngduk,NH3-N_b_adj,2014.000,2024.000,0.684,0.059,increasing,marginal,5.000,-0.487,0.405,negative (not_significant),-0.214,0.177,0.508,decreasing (not_significant)
East,Youngduk,NO2-_b_adj,2014.000,2024.000,0.082,0.492,increasing,not_significant,5.000,-0.741,0.152,negative (not_significant),-0.214,0.177,0.508,decreasing (not_significant)
East,Youngduk,NO3-_b_adj,2014.000,2024.000,6.412,0.007,increasing,significant,5.000,-0.762,0.135,negative (not_significant),-0.214,0.177,0.508,decreasing (not_significant)
East,Youngduk,SAS_b_adj,2014.000,2024.000,15.872,0.008,increasing,significant,5.000,-0.766,0.131,negative (not_significant),-0.214,0.177,0.508,decreasing (not_significant)
East,Youngduk,SS_b_adj,2014.000,2024.000,0.336,0.026,increasing,significant,5.000,-0.778,0.121,negative (not_significant),-0.214,0.177,0.508,decreasing (not_significant)
East,Youngduk,TN_b_adj,2014.000,2024.000,-11.233,0.002,decreasing,significant,5.000,0.989,0.001,positive (significant),-0.214,0.177,0.508,decreasing (not_significant)
East,Youngduk,TP_b_adj,2014.000,2024.000,1.018,0.008,increasing,significant,5.000,-0.785,0.116,negative (not_significant),-0.214,0.177,0.508,decreasing (not_significant)
East,Youngduk,pH_b_adj,2014.000,2024.000,-0.009,0.040,decreasing,significant,5.000,0.535,0.352,positive (not_significant),-0.214,0.177,0.508,decreasing (not_significant)
East,Youngduk,salinity_b_adj,2014.000,2024.000,0.203,0.194,increasing,not_significant,5.000,-0.986,0.002,negative (significant),-0.214,0.177,0.508,decreasing (not_significant)
East,Youngduk,temp_b_adj,2014.000,2024.000,0.137,0.507,increasing,not_significant,5.000,0.330,0.588,positive (not_significant),-0.214,0.177,0.508,decreasing (not_significant)
Jeju,Aewol,COD_b_adj,2016.000,2023.000,0.048,0.073,increasing,marginal,3.000,-0.489,0.675,negative (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,Chla_b_adj,2016.000,2023.000,0.028,0.568,increasing,not_significant,3.000,-0.436,0.713,negative (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,DIN_b_adj,2016.000,2023.000,-1.117,0.422,decreasing,not_significant,3.000,1.000,0.008,positive (significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,DIP_b_adj,2016.000,2023.000,-0.020,0.929,decreasing,not_significant,3.000,-0.946,0.211,negative (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,DO_b_adj,2016.000,2023.000,0.033,0.464,increasing,not_significant,3.000,-0.423,0.722,negative (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,NH3-N_b_adj,2016.000,2023.000,0.370,0.508,increasing,not_significant,3.000,0.938,0.226,positive (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,NO2-_b_adj,2016.000,2023.000,0.105,0.217,increasing,not_significant,3.000,-0.539,0.637,negative (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,NO3-_b_adj,2016.000,2023.000,-1.267,0.303,decreasing,not_significant,3.000,0.989,0.094,positive (marginal),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,SAS_b_adj,2016.000,2023.000,-5.112,0.088,decreasing,marginal,3.000,0.237,0.847,positive (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,SS_b_adj,2016.000,2023.000,0.050,0.948,increasing,not_significant,3.000,-0.595,0.594,negative (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,TN_b_adj,2016.000,2023.000,-2.882,0.390,decreasing,not_significant,3.000,0.987,0.103,positive (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,TP_b_adj,2016.000,2023.000,0.187,0.266,increasing,not_significant,3.000,0.273,0.824,positive (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,pH_b_adj,2016.000,2023.000,-0.004,0.414,decreasing,not_significant,3.000,0.999,0.025,positive (significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,salinity_b_adj,2016.000,2023.000,0.007,0.869,increasing,not_significant,3.000,0.777,0.434,positive (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Aewol,temp_b_adj,2016.000,2023.000,0.237,0.169,increasing,not_significant,3.000,-0.865,0.335,negative (not_significant),-0.139,0.293,0.803,decreasing (not_significant)
Jeju,Anduk,COD_b_adj,2016.000,2023.000,0.020,0.562,increasing,not_significant,3.000,-0.229,0.853,negative (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,Chla_b_adj,2016.000,2023.000,-0.010,0.749,decreasing,not_significant,3.000,0.442,0.709,positive (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,DIN_b_adj,2016.000,2023.000,-1.403,0.336,decreasing,not_significant,3.000,-0.296,0.809,negative (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,DIP_b_adj,2016.000,2023.000,-0.047,0.835,decreasing,not_significant,3.000,0.477,0.683,positive (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,DO_b_adj,2016.000,2023.000,-0.032,0.538,decreasing,not_significant,3.000,0.513,0.657,positive (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,NH3-N_b_adj,2016.000,2023.000,-0.130,0.824,decreasing,not_significant,3.000,-0.830,0.377,negative (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,NO2-_b_adj,2016.000,2023.000,0.056,0.542,increasing,not_significant,3.000,0.331,0.785,positive (not_significant),0.073,0.454,0.572,increasing (not_significant)
Jeju,Anduk,NO3-_b_adj,2016.000,2023.000,-1.326,0.299,decreasing,not_significant,3.000,0.024,0.985,positive (not_significant),0.073,0.454,0.572,increasing (not_significant)
